Customer Id,YearOfObservation,Insured_Period,Residential,Building_Painted,Build_Paint_N,Building_Fenced,Build_Fence_N,Garden,Garden_V,Garden_O,Garden_T,Settlement,Settlement2,Building Dimension,Building_Type,Date_of_Occupancy,NumberOfWindows,Geo_Code,Claim
H4213,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,1340,2,1995,4,64430.0,0
H439,2015,1.0,0,V,0,V,0,V,1,0,0,U,1,165,1,1960,0,86194.0,0
H5841,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,2210,2,1970,3,63113.0,0
H4030,2014,1.0,1,V,0,N,1,O,0,1,0,R,0,192,2,1900,3,95018.0,1
H6186,2013,0.495890411,0,V,0,V,0,V,1,0,0,U,1,550,2,1960,0,62108.0,0
H14320,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,1500,2,1960,5,13204.0,1
H3995,2013,1.0,1,V,0,V,0,V,1,0,0,U,1,3245,3,1980,0,94041.0,0
H14323,2016,0.99726776,0,V,0,N,1,O,0,1,0,R,0,12721,4,1960,8,6088.0,0
H4399,2016,0.967213115,0,V,0,N,1,O,0,1,0,R,0,1050,2,1962,3,26362.0,0
H12803,2013,1.0,0,N,1,V,0,V,1,0,0,U,1,4477,1,1988,0,28218.0,1
H14813,2015,1.0,0,N,1,V,0,V,1,0,0,U,1,2270,2,1960,0,13209.0,1
H7098,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,660,1,1980,0,74256.0,0
H14310,2012,1.0,1,V,0,V,0,V,1,0,0,U,1,0,3,1950,0,0.0,1
H19056,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,700,3,1930,4,59599.0,0
H3283,2016,0.99726776,0,V,0,V,0,V,1,0,0,U,1,673,2,1960,0,63113.0,0
H2488,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,650,2,1900,6,63113.0,0
H1880,2013,1.0,0,V,0,V,0,V,1,0,0,U,1,699,2,1980,0,34003.0,0
H16583,2014,1.0,1,V,0,N,1,O,0,1,0,R,0,2100,2,1970,4,78455.0,1
H15144,2016,0.99726776,0,N,1,V,0,V,1,0,0,U,1,1200,2,1988,0,59279.0,1
H269,2014,1.0,0,N,1,V,0,V,1,0,0,U,1,570,2,1980,0,13205.0,0
H4276,2016,0.415300546,0,V,0,V,0,V,1,0,0,U,1,1455,2,1960,0,13201.0,0
H16173,2016,1.0,1,V,0,N,1,O,0,1,0,R,0,4750,2,1980,6,59183.0,1
H17770,2014,1.0,1,V,0,N,1,O,0,1,0,R,0,410,2,1980,2,24037.0,0
H15195,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,3269,4,1975,4,6070.0,1
H15293,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,3300,1,2001,3,74224.0,1
H15382,2016,1.0,0,V,0,N,1,O,0,1,0,R,0,336,3,1700,3,64483.0,0
H696,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,880,1,1900,3,88383.0,0
H281,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,6204,2,1950,5,77288.0,1
H18913,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,500,1,1940,4,42095.0,0
H4722,2012,1.0,1,V,0,V,0,V,1,0,0,U,1,1190,3,0,0,93066.0,0
H18517,2014,1.0,1,V,0,N,1,O,0,1,0,R,0,11810,2,1970,6,76351.0,1
H18692,2015,1.0,1,V,0,N,1,O,0,1,0,R,0,1332,1,2006,3,73306.0,1
H5011,2014,1.0,0,V,0,V,0,V,1,0,0,U,1,6959,2,1980,0,29232.0,1
H4622,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,600,1,1988,0,86041.0,0
H19749,2015,0.252054795,0,V,0,N,1,O,0,1,0,R,0,574,2,1980,4,83009.0,0
H16798,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,1331,2,1950,2,76259.0,0
H13526,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,4600,2,1960,5,38169.0,0
H15895,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,2300,2,1972,3,31555.0,0
H4298,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,2050,1,1995,2,13096.0,0
H2203,2013,1.0,0,V,0,V,0,V,1,0,0,U,1,1192,2,1960,0,13206.0,0
H16028,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,200,2,1960,2,83144.0,0
H711,2015,1.0,1,V,0,V,0,V,1,0,0,U,1,675,3,0,0,94033.0,0
H543,2012,1.0,1,V,0,N,1,O,0,1,0,R,0,676,2,1718,4,31555.0,0
H2214,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,1140,2,1960,0,34172.0,0
H7256,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,2528,2,1988,0,26362.0,0
H5955,2013,1.0,0,V,0,V,0,V,1,0,0,U,1,2000,2,1980,0,11202.0,0
H544,2014,1.0,1,V,0,N,1,O,0,1,0,R,0,676,2,1718,4,31555.0,0
H5053,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,680,1,1800,3,1053.0,0
H30,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,960,2,1979,2,69278.0,0
H19529,2016,1.0,0,V,0,N,1,O,0,1,0,R,0,480,2,2003,3,68013.0,0
H18075,2012,1.0,1,V,0,N,1,O,0,1,0,R,0,2600,2,1982,5,68224.0,0
H19315,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,300,2,2010,2,66136.0,0
H18175,2015,1.0,1,V,0,N,1,O,0,1,0,R,0,350,3,1920,5,83137.0,0
H7384,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,10732,2,1973,11,78372.0,1
H5905,2013,1.0,0,V,0,V,0,V,1,0,0,U,1,783,2,1980,0,63113.0,0
H15943,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,400,1,1890,3,13004.0,0
H17521,2013,0.665753425,0,V,0,N,1,O,0,1,0,R,0,1545,1,2008,4,45285.0,1
H15748,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,770,3,1900,6,92035.0,0
H6167,2014,1.0,1,N,1,V,0,V,1,0,0,U,1,1800,4,1980,0,75114.0,1
H6202,2016,0.99726776,0,V,0,N,1,O,0,1,0,R,0,1000,2,1930,3,38169.0,0
H15110,2013,0.164383562,0,V,0,N,1,O,0,1,0,R,0,470,2,1996,2,38507.0,0
H16937,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,2051,2,1990,2,66182.0,0
H18818,2015,1.0,1,V,0,N,1,O,0,1,0,R,0,1061,1,1960,4,84007.0,0
H18880,2015,1.0,1,V,0,N,1,O,0,1,0,R,0,1500,2,1978,3,65017.0,0
H17814,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,400,2,1960,3,83123.0,0
H5614,2014,1.0,0,V,0,V,0,V,1,0,0,U,1,900,1,1960,0,35288.0,1
H3531,2014,1.0,0,V,0,V,0,V,1,0,0,U,1,1800,2,1960,0,26362.0,1
H15312,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,960,2,1999,2,38239.0,0
H3695,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,1100,1,1988,0,5023.0,0
H4060,2016,0.99726776,1,N,1,V,0,V,1,0,0,U,1,306,4,1960,0,6153.0,0
H16065,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,1380,4,1850,5,75109.0,1
H1447,2016,0.994535519,0,V,0,N,1,O,0,1,0,R,0,828,2,1900,3,21231.0,0
H19400,2016,1.0,0,V,0,N,1,O,0,1,0,R,0,2999,2,1964,6,78646.0,0
H18030,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,960,2,1960,4,42218.0,1
H16037,2016,1.0,0,V,0,N,1,O,0,1,0,R,0,880,2,1900,4,13206.0,0
H7301,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,650,2,1958,4,68224.0,0
H13651,2012,1.0,0,N,1,V,0,V,1,0,0,U,1,250,2,1960,0,64122.0,0
H18479,2014,1.0,1,V,0,N,1,O,0,1,0,R,0,1355,3,1930,6,92026.0,0
H15879,2012,0.459016393,1,V,0,N,1,O,0,1,0,R,0,554,1,1900,3,45234.0,0
H19913,2016,0.99726776,0,V,0,N,1,O,0,1,0,R,0,700,1,2016,3,74245.0,0
H14601,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,750,2,2008,3,66130.0,0
H4367,2014,1.0,0,V,0,V,0,V,1,0,0,U,1,600,2,1980,0,25056.0,0
H13771,2015,1.0,1,N,1,V,0,V,1,0,0,U,1,400,3,1980,0,92046.0,0
H19305,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,1947,3,1990,6,54395.0,0
H13913,2014,1.0,0,N,1,V,0,V,1,0,0,U,1,443,2,1960,0,64122.0,0
H16348,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,400,1,1900,3,54547.0,0
H5559,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,8800,2,2002,4,68224.0,0
H17333,2016,1.0,1,V,0,N,1,O,0,1,0,R,0,1300,1,1981,6,33009.0,1
H14046,2012,1.0,1,N,1,V,0,V,1,0,0,U,1,1650,4,1960,0,75114.0,0
H377,2016,0.99726776,0,N,1,V,0,V,1,0,0,U,1,1566,1,1960,0,36046.0,1
H17027,2016,1.0,0,V,0,N,1,O,0,1,0,R,0,1832,1,1990,4,35093.0,0
H4868,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,4055,4,1970,7,6104.0,0
H15351,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,2658,1,2006,5,74014.0,0
H17313,2014,1.0,1,V,0,N,1,O,0,1,0,R,0,1024,1,2011,6,91161.0,0
H14041,2014,1.0,0,N,1,V,0,V,1,0,0,U,1,1750,2,1960,0,34301.0,1
H19898,2016,0.797814208,1,V,0,N,1,O,0,1,0,R,0,600,1,1984,3,74063.0,0
H3106,2016,0.99726776,0,V,0,V,0,V,1,0,0,U,1,1619,4,1980,0,6083.0,0
H16475,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,4179,2,2002,3,38563.0,0
H18852,2016,0.99726776,0,V,0,N,1,O,0,1,0,R,0,460,2,2011,2,38126.0,1
H14918,2013,1.0,0,N,1,V,0,V,1,0,0,U,1,260,2,1960,0,38416.0,0
H204,2015,1.0,1,V,0,N,1,O,0,1,0,R,0,900,4,1920,7,75105.0,0
H4034,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,2034,4,1970,7,6083.0,0
H6229,2015,1.0,0,V,0,N,1,O,0,1,0,R,0,760,2,1600,4,34032.0,0
H17070,2012,1.0,1,V,0,N,1,O,0,1,0,R,0,951,4,1950,8,75112.0,0
H1832,2014,1.0,0,V,0,V,0,V,1,0,0,U,1,850,2,0,0,31555.0,1
H6005,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,610,2,1960,0,68224.0,0
H14241,2014,1.0,0,N,1,V,0,V,1,0,0,U,1,1231,2,1960,0,13205.0,0
H6686,2012,1.0,0,N,1,V,0,V,1,0,0,U,1,380,2,1980,0,66136.0,0
H18279,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,1080,2,1960,5,69091.0,0
H12856,2014,0.328767123,1,N,1,V,0,V,1,0,0,U,1,1495,4,1960,0,75116.0,0
H17816,2015,1.0,0,V,0,N,1,O,0,1,0,R,0,10600,2,1986,5,69385.0,0
H16781,2014,1.0,1,V,0,N,1,O,0,1,0,R,0,300,2,1950,2,78217.0,0
H5063,2015,1.0,1,N,1,V,0,V,1,0,0,U,1,500,4,0,0,75102.0,0
H2226,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,4800,1,1950,7,35288.0,1
H1863,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,1133,2,1960,1,34301.0,0
H13404,2013,0.893150685,1,V,0,N,1,O,0,1,0,R,0,4255,1,1987,2,16374.0,1
H2335,2014,1.0,0,N,1,V,0,V,1,0,0,U,1,610,2,1960,0,13202.0,1
H16452,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,1865,1,2000,5,22094.0,0
H14860,2013,1.0,1,N,1,V,0,V,1,0,0,U,1,1100,3,1988,0,94068.0,0
H3295,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,400,1,1930,1,12145.0,0
H19078,2012,0.836065574,0,V,0,N,1,O,0,1,0,R,0,432,1,1971,2,10333.0,0
H13138,2014,1.0,1,N,1,V,0,V,1,0,0,U,1,1390,4,1960,0,75119.0,1
H6703,2015,1.0,1,N,1,V,0,V,1,0,0,U,1,400,3,1960,0,94078.0,0
H15763,2013,0.495890411,0,V,0,N,1,O,0,1,0,R,0,380,1,1900,3,91577.0,0
H15649,2013,0.832876712,0,V,0,N,1,O,0,1,0,R,0,1702,2,2009,5,31033.0,0
H18927,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,1700,1,2001,4,10362.0,0
H5327,2012,1.0,1,N,1,V,0,V,1,0,0,U,1,1140,4,0,0,75109.0,0
H14557,2012,0.74863388,0,N,1,V,0,V,1,0,0,U,1,1930,4,1960,0,6088.0,0
H12633,2013,1.0,1,N,1,V,0,V,1,0,0,U,1,1780,4,1960,0,75118.0,1
H4436,2013,1.0,0,V,0,V,0,V,1,0,0,U,1,366,1,1960,0,87085.0,0
H12782,2015,1.0,0,N,1,V,0,V,1,0,0,U,1,2025,2,1960,0,13209.0,0
H266,2013,0.0,0,V,0,V,0,V,1,0,0,U,1,1200,1,0,0,42094.0,0
H6513,2012,1.0,0,N,1,V,0,V,1,0,0,U,1,320,2,1980,0,83129.0,1
H18343,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,640,4,1951,4,6077.0,0
H2898,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,1600,4,1960,3,6153.0,0
H19025,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,1055,3,1900,4,33063.0,0
H7337,2013,0.0,1,N,1,V,0,V,1,0,0,U,1,1000,2,1960,0,13201.0,0
H1847,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,420,2,1950,2,42218.0,0
H149,2013,1.0,0,V,0,V,0,V,1,0,0,U,1,450,2,1960,0,34172.0,0
H15769,2012,0.74863388,0,V,0,V,0,V,1,0,0,U,1,0,1,2009,0,0.0,0
H3375,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,3100,1,1963,4,42094.0,0
H12621,2014,1.0,0,N,1,V,0,V,1,0,0,U,1,1200,2,1980,0,83130.0,0
H17053,2014,1.0,1,V,0,V,0,V,1,0,0,U,1,0,3,1950,0,0.0,0
H17263,2012,1.0,1,V,0,N,1,O,0,1,0,R,0,4830,2,1985,3,68278.0,0
H5328,2013,1.0,1,N,1,V,0,V,1,0,0,U,1,1140,4,0,0,75109.0,1
H15860,2015,1.0,0,V,0,N,1,O,0,1,0,R,0,3350,1,1997,5,42149.0,0
H17084,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,800,2,1964,3,95018.0,0
H15096,2015,1.0,0,V,0,N,1,O,0,1,0,R,0,1580,2,1970,4,76259.0,0
H19762,2016,0.99726776,1,V,0,N,1,O,0,1,0,R,0,316,2,1950,3,83004.0,0
H465,2016,1.0,0,V,0,V,0,V,1,0,0,U,1,1702,1,1980,0,87085.0,0
H18512,2016,1.0,0,V,0,N,1,O,0,1,0,R,0,600,1,2012,2,13039.0,0
H3738,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,5873,2,1970,11,13209.0,1
H14199,2013,0.468493151,0,N,1,V,0,V,1,0,0,U,1,800,2,1988,0,62571.0,0
H1627,2013,0.246575342,0,V,0,V,0,V,1,0,0,U,1,490,2,1988,0,38158.0,0
H17188,2015,1.0,1,V,0,N,1,O,0,1,0,R,0,3145,2,2011,1,78242.0,0
H6596,2015,1.0,0,V,0,V,0,V,1,0,0,U,1,840,2,0,0,80228.0,0
H13744,2013,1.0,0,N,1,V,0,V,1,0,0,U,1,600,2,1960,0,13202.0,0
H3035,2015,1.0,0,V,0,N,1,O,0,1,0,R,0,400,2,1900,3,34172.0,0
H4037,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,2733,1,1980,0,74093.0,0
H18729,2012,0.25136612,0,V,0,N,1,O,0,1,0,R,0,530,1,1978,2,13028.0,0
H4365,2012,1.0,0,N,1,V,0,V,1,0,0,U,1,350,2,1960,0,83069.0,1
H12658,2013,1.0,0,N,1,V,0,V,1,0,0,U,1,689,2,1988,0,83069.0,0
H15676,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,842,1,1550,4,1305.0,0
H19484,2014,0.794520548,0,V,0,N,1,O,0,1,0,R,0,600,2,1930,5,13206.0,0
H3879,2013,1.0,0,V,0,V,0,V,1,0,0,U,1,1550,2,1980,0,14118.0,1
H14749,2012,1.0,1,V,0,N,1,O,0,1,0,R,0,2050,2,1986,5,67218.0,0
H4500,2016,0.99726776,0,V,0,V,0,V,1,0,0,U,1,1400,1,1960,0,91174.0,0
H17264,2013,0.219178082,1,V,0,N,1,O,0,1,0,R,0,4830,2,1985,3,68278.0,0
H19847,2016,0.836065574,0,V,0,N,1,O,0,1,0,R,0,410,1,1950,3,35093.0,0
H6799,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,14950,2,1960,0,13201.0,1
H13264,2012,1.0,0,N,1,V,0,V,1,0,0,U,1,2555,1,1960,0,73065.0,0
H6727,2015,1.0,1,N,1,V,0,V,1,0,0,U,1,2175,3,1960,0,83137.0,1
H18042,2014,1.0,1,V,0,N,1,O,0,1,0,R,0,1196,3,1950,6,92012.0,1
H18584,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,7612,4,1953,11,75114.0,1
H5900,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,541,2,1900,3,13211.0,0
H12650,2014,1.0,1,N,1,V,0,V,1,0,0,U,1,568,2,1960,0,69091.0,1
H15836,2012,1.0,1,V,0,N,1,O,0,1,0,R,0,4100,3,1960,11,92012.0,0
H5686,2015,1.0,0,V,0,V,0,V,1,0,0,U,1,1060,3,0,0,93063.0,1
H2406,2013,1.0,0,V,0,V,0,V,1,0,0,U,1,1222,2,1960,0,13209.0,0
H3727,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,635,1,0,0,42187.0,0
H4061,2014,1.0,0,V,0,V,0,V,1,0,0,U,1,1200,1,1980,0,88413.0,0
H15040,2016,0.99726776,0,V,0,N,1,O,0,1,0,R,0,300,3,1910,3,92040.0,1
H3638,2015,1.0,0,V,0,V,0,V,1,0,0,U,1,2750,3,0,0,64483.0,1
H13373,2013,1.0,1,N,1,V,0,V,1,0,0,U,1,2331,4,1960,0,75116.0,1
H16659,2016,0.99726776,0,V,0,N,1,O,0,1,0,R,0,380,2,2009,2,66136.0,0
H1823,2012,0.833333333,0,V,0,V,0,V,1,0,0,U,1,1100,2,1988,0,68126.0,0
H19308,2013,0.252054795,0,V,0,N,1,O,0,1,0,R,0,300,2,1900,3,78650.0,0
H2537,2013,1.0,0,V,0,V,0,V,1,0,0,U,1,808,1,1988,0,19031.0,0
H6176,2014,0.961643836,1,V,0,V,0,V,1,0,0,U,1,1000,4,1960,0,75115.0,0
H430,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,390,2,1900,3,13205.0,0
H7478,2013,1.0,0,N,1,N,1,O,0,1,0,R,0,2590,1,1960,5,13056.0,0
H5508,2013,0.465753425,1,N,1,V,0,V,1,0,0,U,1,700,3,1960,0,83137.0,1
H729,2016,0.99726776,0,V,0,V,0,V,1,0,0,U,1,512,2,0,0,78545.0,0
H14663,2013,1.0,0,N,1,V,0,V,1,0,0,U,1,290,1,1960,0,1053.0,0
H6974,2012,1.0,1,V,0,N,1,O,0,1,0,R,0,850,3,1975,1,94058.0,0
H7425,2012,1.0,1,N,1,V,0,V,1,0,0,U,1,935,4,1960,0,75116.0,0
H15229,2015,1.0,0,V,0,N,1,O,0,1,0,R,0,2000,3,2008,8,92025.0,0
H15467,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,800,2,2009,3,34113.0,0
H2468,2014,0.495890411,0,V,0,N,1,O,0,1,0,R,0,3000,2,1980,4,14488.0,0
H6311,2014,1.0,0,V,0,V,0,V,1,0,0,U,1,1100,3,1960,0,92004.0,0
H6694,2016,0.99726776,1,V,0,N,1,O,0,1,0,R,0,815,2,1989,4,66124.0,0
H15082,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,978,4,1920,5,75119.0,0
H15821,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,7023,1,1780,3,89291.0,0
H16606,2013,1.0,1,V,0,V,0,V,1,0,0,U,1,0,3,1978,0,0.0,1
H3707,2016,0.99726776,0,V,0,V,0,V,1,0,0,U,1,357,1,1960,0,35093.0,0
H14365,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,1425,3,1930,4,92050.0,0
H1342,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,448,2,1960,0,13207.0,0
H16438,2015,1.0,0,V,0,N,1,O,0,1,0,R,0,625,1,1969,3,84129.0,1
H4485,2013,0.997260274,0,V,0,N,1,O,0,1,0,R,0,500,4,1960,4,6083.0,1
H5934,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,950,2,1960,0,64122.0,0
H1892,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,2041,1,1980,0,21171.0,0
H6987,2012,1.0,0,N,1,V,0,V,1,0,0,U,1,350,2,1960,0,62917.0,0
H16019,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,650,2,1940,5,13205.0,0
H7341,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,476,4,1900,4,6088.0,0
H6887,2015,1.0,1,V,0,V,0,V,1,0,0,U,1,1535,3,1960,0,92012.0,1
H6021,2014,1.0,1,V,0,V,0,V,1,0,0,U,1,404,4,0,0,75117.0,0
H3286,2014,0.167123288,0,V,0,V,0,V,1,0,0,U,1,300,2,1980,0,83137.0,1
H13616,2012,0.99726776,1,V,0,N,1,O,0,1,0,R,0,1900,3,1997,4,93045.0,0
H17634,2016,0.99726776,1,V,0,N,1,O,0,1,0,R,0,490,4,1900,4,6088.0,1
H14340,2013,1.0,1,N,1,V,0,V,1,0,0,U,1,816,2,1980,0,77464.0,0
H4873,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,1260,2,1985,3,31555.0,0
H432,2014,0.339726027,0,V,0,V,0,V,1,0,0,U,1,270,2,0,0,13202.0,0
H1932,2012,1.0,0,N,1,V,0,V,1,0,0,U,1,425,2,1960,0,13203.0,0
H7097,2016,0.99726776,1,N,1,V,0,V,1,0,0,U,1,3690,4,1960,0,75114.0,1
H6757,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,1650,2,1990,3,62108.0,0
H5081,2013,1.0,0,V,0,V,0,V,1,0,0,U,1,2913,1,1988,0,74012.0,0
H6406,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,500,2,1970,4,42218.0,0
H15378,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,5625,2,2008,4,83036.0,0
H15170,2016,1.0,0,N,1,V,0,V,1,0,0,U,1,540,3,1960,0,33063.0,0
H6834,2016,1.0,0,N,1,V,0,V,1,0,0,U,1,885,2,1960,0,13202.0,0
H14360,2015,1.0,1,N,1,V,0,V,1,0,0,U,1,6880,4,1960,0,75116.0,0
H14959,2016,0.99726776,0,N,1,V,0,V,1,0,0,U,1,2200,2,0,0,57463.0,1
H13462,2013,1.0,1,N,1,V,0,V,1,0,0,U,1,262,3,1960,0,92025.0,0
H502,2012,1.0,0,V,0,V,0,V,1,0,0,U,1,591,2,1960,0,21231.0,0
H14338,2013,1.0,0,N,1,V,0,V,1,0,0,U,1,1200,2,1980,0,78245.0,0
H15593,2016,0.99726776,0,V,0,N,1,O,0,1,0,R,0,4395,1,1971,6,35288.0,0
H5872,2013,1.0,0,V,0,V,0,V,1,0,0,U,1,550,2,1980,0,30133.0,0
H1545,2013,1.0,1,N,1,V,0,V,1,0,0,U,1,1100,1,1980,0,36044.0,0
H16851,2016,0.994535519,1,V,0,N,1,O,0,1,0,R,0,2793,2,1970,1,78646.0,0
H6708,2015,1.0,0,N,1,V,0,V,1,0,0,U,1,500,1,1960,0,74924.0,0
H13338,2014,1.0,1,V,0,N,1,O,0,1,0,R,0,765,3,2007,7,38185.0,0
H15481,2016,0.967213115,1,V,0,N,1,O,0,1,0,R,0,2084,1,2008,4,44109.0,1
H19418,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,420,2,1960,3,78172.0,0
H14440,2014,1.0,0,N,1,V,0,V,1,0,0,U,1,1050,1,1980,0,55545.0,0
H15522,2013,0.216438356,1,V,0,N,1,O,0,1,0,R,0,6038,3,1982,7,92063.0,1
H5741,2013,1.0,0,V,0,V,0,V,1,0,0,U,1,1403,4,1960,0,75112.0,0
H15078,2012,1.0,1,V,0,V,0,V,1,0,0,U,1,0,3,1950,0,0.0,0
H3520,2016,0.494535519,0,V,0,N,1,O,0,1,0,R,0,3200,3,1990,9,83137.0,0
H1280,2015,0.989041096,0,V,0,V,0,V,1,0,0,U,1,530,1,1980,0,88383.0,0
H5844,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,6048,2,1960,5,63113.0,0
H4120,2016,0.99726776,0,V,0,V,0,V,1,0,0,U,1,630,2,1960,0,62108.0,0
H14548,2013,1.0,0,N,1,V,0,V,1,0,0,U,1,980,2,1988,0,62916.0,0
H3669,2013,1.0,0,V,0,V,0,V,1,0,0,U,1,1093,2,1960,0,42218.0,0
H3965,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,2178,1,1960,4,36044.0,1
H18306,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,1660,3,1850,6,92051.0,1
H5274,2014,1.0,0,V,0,N,1,O,0,1,0,R,0,580,3,1930,3,64445.0,0
H4135,2016,0.99726776,0,V,0,V,0,V,1,0,0,U,1,1002,1,1980,0,74140.0,0
H4755,2013,1.0,0,V,0,V,0,V,1,0,0,U,1,2695,3,1980,0,64445.0,0
H6352,2016,1.0,1,V,0,V,0,V,1,0,0,U,1,340,2,1960,0,51454.0,0
H15971,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,850,2,1900,5,62160.0,1
H18274,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,448,1,1850,3,17299.0,0
H4284,2014,1.0,0,V,0,V,0,V,1,0,0,U,1,1325,3,1960,0,54395.0,0
H2529,2016,1.0,0,V,0,V,0,V,1,0,0,U,1,1850,1,1960,0,35288.0,1
H18194,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,290,3,1970,1,92048.0,0
H14841,2013,1.0,0,V,0,N,1,O,0,1,0,R,0,715,1,1990,2,50626.0,0
H14856,2015,1.0,0,N,1,V,0,V,1,0,0,U,1,480,4,1960,0,6083.0,0
H15366,2013,0.747945205,1,V,0,V,0,V,1,0,0,U,1,0,2,1960,0,0.0,0
H6652,2013,1.0,0,V,0,V,0,V,1,0,0,U,1,1000,2,1980,0,34023.0,0
H17869,2013,1.0,1,V,0,N,1,O,0,1,0,R,0,800,4,1920,7,75114.0,1
H14799,2012,1.0,0,N,1,V,0,V,1,0,0,U,1,4660,1,1980,0,13119.0,1
H15994,2012,1.0,1,V,0,V,0,V,1,0,0,U,1,0,4,1987,0,0.0,0
H7245,2012,0.99726776,0,V,0,N,1,O,0,1,0,R,0,2241,2,2004,3,40209.0,0
H13081,2015,0.747945205,0,V,0,N,1,O,0,1,0,R,0,1440,2,1970,4,83069.0,0
H12696,2016,0.994535519,0,N,1,V,0,V,1,0,0,U,1,2170,1,1980,0,84007.0,0
H4235,2014,1.0,0,V,0,V,0,V,1,0,0,U,1,350,1,1988,0,13096.0,0
H4548,2012,1.0,0,V,0,N,1,O,0,1,0,R,0,4350,1,2000,1,35288.0,0
H17411,2014,1.0,1,V,0,N,1,O,0,1,0,R,0,1970,4,2002,5,75120.0,0
H5346,2016,0.99726776,1,N,1,V,0,V,1,0,0,U,1,380,1,0,0,89069.0,0
